السنة,الربع,نوع المزاد,عدد_المزادات,عدد_الأصول,المنطقة,المدينة,نوع_الأصل,نوع_الصك,مجموع_قيمة_البيع
2025,2,إلكتروني,1,1,الباحة,قلوة,عقارات,سكني,292000
2025,2,إلكتروني,1,1,الرياض,ضرماء,عقارات,ارض زراعية,1770000
2025,2,إلكتروني,8,22,حائل,حائل,عقارات,أخرى,39049000
2025,2,إلكتروني,5,6,القصيم,عنيزه,عقارات,غير محدد,4421000
2025,2,إلكتروني,1,1,الرياض,المزاحميه,عقارات,أخرى,870000
2025,2,إلكتروني,3,3,الحدود الشمالية,عرعر,عقارات,سكني,714000
2025,2,إلكتروني,4,6,المنطقة الشرقية,القطيف,عقارات,سكني,10180000
2025,2,إلكتروني,1,1,المنطقة الشرقية,الجبيل,عقارات,غير محدد,14160000
2025,2,إلكتروني,3,4,المنطقة الشرقية,الدمام,عقارات,غير محدد,11405000
2025,2,إلكتروني,2,2,الرياض,الدوادمي,عقارات,سكني,830000
2025,2,إلكتروني,1,1,جيزان,أحد المسارحة,عقارات,سكني,1375000
2025,2,إلكتروني,1,1,مكة المكرمة,جده,عقارات,أخرى,3120000
2025,2,إلكتروني,4,4,المدينة المنورة,المدينة المنورة,عقارات,ارض زراعية,46970000
2025,2,إلكتروني,1,1,الرياض,وادي الدواسر,عقارات,أخرى,3150000
2025,2,إلكتروني,1,3,القصيم,بريده,عقارات,سكني,966000
2025,2,إلكتروني,1,3,عسير,طريب,عقارات,سكني,275000
2025,2,إلكتروني,2,2,الباحة,المخواة,عقارات,ارض زراعية,146000
2025,2,إلكتروني,1,1,الرياض,المزاحميه,عقارات,ارض زراعية,420000
2025,2,إلكتروني,1,1,مكة المكرمة,تربه,عقارات,سكني,184000
2025,2,إلكتروني,3,6,عسير,ابها,عقارات,سكني,5271000
2025,2,إلكتروني,1,1,مكة المكرمة,الجموم,عقارات,سكني,220000
2025,2,إلكتروني,1,1,القصيم,ضريه,عقارات,غير محدد,1390000
2025,2,إلكتروني,3,8,الرياض,الزلفي,عقارات,سكني,2423000
2025,2,إلكتروني,1,3,الرياض,الخرج,عقارات,ارض زراعية,1825000
2025,2,إلكتروني,2,2,تبوك,تيماء,عقارات,سكني,410000
2025,2,إلكتروني,2,3,المنطقة الشرقية,الاحساء,عقارات,ارض زراعية,7693000
2025,2,إلكتروني,2,2,الجوف,دومة الجندل,عقارات,أخرى,525000
2025,2,إلكتروني,2,2,القصيم,بريده,عقارات,ارض زراعية,3075000
2025,2,إلكتروني,3,4,حائل,بقعاء,عقارات,أخرى,425000
2025,2,إلكتروني,2,2,جيزان,صامطة,عقارات,سكني,4470000
2025,2,إلكتروني,2,2,القصيم,البدائع,عقارات,غير محدد,470000
2025,2,إلكتروني,1,2,الجوف,سكاكا,عقارات,ارض زراعية,828000
2025,2,إلكتروني,1,1,الرياض,الدوادمي,عقارات,ارض زراعية,640000
2025,2,إلكتروني,1,1,المدينة المنورة,الصويدره,عقارات,ارض زراعية,840000
2025,2,إلكتروني,1,1,مكة المكرمة,مكة المكرمة,عقارات,غير محدد,470000
2025,2,إلكتروني,1,1,مكة المكرمة,تربه,عقارات,أخرى,387000
2025,2,إلكتروني,1,1,المنطقة الشرقية,القطيف,عقارات,غير محدد,120000
2025,2,إلكتروني,1,1,عسير,تهامة باللسمر وبللحمر,عقارات,ارض زراعية,110000
2025,2,إلكتروني,1,1,الرياض,البجاديه,عقارات,سكني,63000
2025,2,إلكتروني,1,2,تبوك,تيماء,عقارات,أخرى,555000
2025,2,إلكتروني,1,1,المدينة المنورة,الحناكية,عقارات,سكني,214000
2025,2,إلكتروني,1,1,جيزان,صبياء,عقارات,أخرى,685000
2025,2,إلكتروني,2,2,الرياض,المجمعه,عقارات,سكني,700086.7218
2025,2,إلكتروني,1,1,الرياض,الجمش,عقارات,ارض زراعية,247000
2025,2,إلكتروني,2,3,الرياض,حوطة بني تميم,عقارات,سكني,628000
2025,2,إلكتروني,2,2,القصيم,البكيريه,عقارات,ارض زراعية,6147000
2025,2,إلكتروني,1,1,الباحة,العقيق,عقارات,سكني,160000
2025,2,إلكتروني,1,2,القصيم,رياض الخبراء,عقارات,سكني,240000
2025,2,إلكتروني,1,1,مكة المكرمة,الطائف,عقارات,ارض زراعية,5620000
2025,2,إلكتروني,1,1,جيزان,العارضة,عقارات,سكني,303000
2025,2,إلكتروني,1,1,الرياض,الدوادمي,عقارات,غير محدد,145000
2025,2,إلكتروني,1,1,حائل,الشملي,عقارات,سكني,46000
2025,2,إلكتروني,1,1,جيزان,أبو عريش,عقارات,سكني,605000
2025,2,إلكتروني,1,1,المنطقة الشرقية,الاحساء,عقارات,أخرى,775000
2025,2,إلكتروني,1,1,عسير,البرك,عقارات,ارض زراعية,2220000
2025,2,إلكتروني,2,4,الرياض,المجمعه,عقارات,غير محدد,1606000
2025,2,إلكتروني,1,3,مكة المكرمة,رابغ,عقارات,سكني,1215000
2025,2,إلكتروني,1,1,الرياض,حوطة بني تميم,عقارات,ارض زراعية,438000
2025,2,إلكتروني,1,1,مكة المكرمة,رنيه,عقارات,أخرى,540000
2025,2,إلكتروني,1,1,مكة المكرمة,الجموم,عقارات,ارض زراعية,7060000
2025,2,إلكتروني,1,2,حائل,الروضة,عقارات,أخرى,206000
2025,2,إلكتروني,1,1,عسير,ظهران الجنوب,عقارات,سكني,330000
2025,2,إلكتروني,1,1,الجوف,طبرجل,عقارات,أخرى,504000
2025,2,إلكتروني,1,8,المنطقة الشرقية,الدمام,عقارات,أخرى,2138214.763
2025,2,إلكتروني,1,1,المدينة المنورة,المهد,عقارات,سكني,155000
2025,2,إلكتروني,2,2,الجوف,دومة الجندل,عقارات,سكني,505000
2025,2,إلكتروني,1,1,الرياض,الرين,عقارات,سكني,202000
2025,2,إلكتروني,1,1,الرياض,الزلفي,عقارات,أخرى,107000
2025,2,إلكتروني,1,1,الرياض,المجمعه,عقارات,ارض زراعية,1495000
2025,2,إلكتروني,1,1,القصيم,رياض الخبراء,عقارات,غير محدد,323000
2025,2,إلكتروني,1,1,الرياض,الدرعيه,عقارات,ارض زراعية,12350000
2025,2,إلكتروني,1,3,الرياض,المجمعه,عقارات,أخرى,999913.2782
2025,2,إلكتروني,1,1,الرياض,الدلم,عقارات,ارض زراعية,740000
2025,2,إلكتروني,2,3,نجران,نجران,عقارات,سكني,1060000
2025,2,إلكتروني,1,1,جيزان,بيش,عقارات,غير محدد,4310000
2025,2,إلكتروني,1,1,عسير,سراة عبيده,عقارات,سكني,160000
2025,2,إلكتروني,1,1,حائل,حائل,عقارات,ارض زراعية,463000
2025,2,إلكتروني,1,1,الحدود الشمالية,رفحاء,عقارات,سكني,130000
2025,2,إلكتروني,1,1,جيزان,جيزان,عقارات,غير محدد,21600000
2025,2,إلكتروني,1,1,عسير,النماص,عقارات,سكني,450000
2025,2,إلكتروني,1,1,الرياض,وادي الدواسر,عقارات,سكني,55000
2025,2,إلكتروني,1,1,الرياض,حوطة سدير,عقارات,سكني,459000
2025,2,إلكتروني,1,1,القصيم,المذنب,عقارات,سكني,370000
2025,2,إلكتروني,1,1,الرياض,الخرج,عقارات,أخرى,2300000
2025,2,إلكتروني,1,1,القصيم,البدائع,عقارات,سكني,35500
2025,2,إلكتروني,1,1,عسير,ابها,عقارات,غير محدد,372000
2025,2,إلكتروني,1,1,الباحة,بلجرشي,عقارات,سكني,220000
