السنة,الربع,نوع المزاد,عدد_المزادات,عدد_الأصول,المنطقة,المدينة,نوع_الأصل,نوع_الصك,مجموع_قيمة_البيع
2025,1,إلكتروني,4,5,القصيم,عنيزه,عقارات,سكني,2218000
2025,1,إلكتروني,1,2,مكة المكرمة,الليث,عقارات,سكني,166000
2025,1,إلكتروني,3,3,الرياض,الرياض,عقارات,أخرى,6130000
2025,1,إلكتروني,1,3,الرياض,الدرعيه,عقارات,ارض زراعية,25260000
2025,1,إلكتروني,1,1,الرياض,ضرماء,عقارات,ارض زراعية,2900000
2025,1,إلكتروني,1,3,مكة المكرمة,الجموم,عقارات,سكني,780000
2025,1,إلكتروني,5,9,عسير,ابها,عقارات,سكني,8807000
2025,1,إلكتروني,1,1,جيزان,أبو عريش,عقارات,سكني,166000
2025,1,إلكتروني,2,2,المنطقة الشرقية,الاحساء,عقارات,ارض زراعية,7030000
2025,1,إلكتروني,6,15,المنطقة الشرقية,حفر الباطن,عقارات,سكني,7054000
2025,1,إلكتروني,1,1,الرياض,الخرج,عقارات,ارض زراعية,2750000
2025,1,إلكتروني,2,3,الجوف,دومة الجندل,عقارات,سكني,660000
2025,1,إلكتروني,1,1,عسير,بلقرن,عقارات,ارض زراعية,105000
2025,1,إلكتروني,1,1,الرياض,وادي الدواسر,عقارات,سكني,12000
2025,1,إلكتروني,5,8,تبوك,تبوك,عقارات,سكني,6584000
2025,1,إلكتروني,3,3,نجران,نجران,عقارات,سكني,904000
2025,1,إلكتروني,1,1,المنطقة الشرقية,الجبيل,عقارات,سكني,740000
2025,1,إلكتروني,1,1,مكة المكرمة,الطائف,عقارات,ارض زراعية,510000
2025,1,إلكتروني,1,1,الحدود الشمالية,العويقيلة,عقارات,سكني,60000
2025,1,إلكتروني,2,2,الحدود الشمالية,طريف,عقارات,أخرى,505000
2025,1,إلكتروني,2,2,القصيم,الرس,عقارات,غير محدد,597000
2025,1,إلكتروني,2,2,الحدود الشمالية,عرعر,عقارات,سكني,2180000
2025,1,إلكتروني,2,2,الرياض,المزاحميه,عقارات,ارض زراعية,5620000
2025,1,إلكتروني,1,1,عسير,بني عمرو,عقارات,سكني,1020000
2025,1,إلكتروني,1,1,عسير,احد رفيده,عقارات,سكني,415000
2025,1,إلكتروني,1,1,الجوف,طبرجل,عقارات,أخرى,355000
2025,1,إلكتروني,2,5,القصيم,رياض الخبراء,عقارات,سكني,790000
2025,1,إلكتروني,2,2,الرياض,شقراء,عقارات,سكني,1236000
2025,1,إلكتروني,1,1,جيزان,ضمد,عقارات,سكني,293000
2025,1,إلكتروني,1,2,تبوك,تبوك,عقارات,ارض زراعية,1620000
2025,1,إلكتروني,2,2,الجوف,سكاكا,عقارات,سكني,355000
2025,1,إلكتروني,2,2,الباحة,الباحة,عقارات,سكني,1134000
2025,1,إلكتروني,1,1,مكة المكرمة,المضيلف,عقارات,سكني,1880000
2025,1,إلكتروني,1,1,المنطقة الشرقية,حفر الباطن,عقارات,غير محدد,210000
2025,1,إلكتروني,1,1,الباحة,بلجرشي,عقارات,سكني,290000
2025,1,إلكتروني,1,1,جيزان,جيزان,عقارات,غير محدد,2855000
2025,1,إلكتروني,2,2,المنطقة الشرقية,الظهران,عقارات,سكني,3620000
2025,1,إلكتروني,2,3,الجوف,دومة الجندل,عقارات,أخرى,960000
2025,1,إلكتروني,1,1,الباحة,المندق,عقارات,سكني,1055000
2025,1,إلكتروني,1,1,الرياض,الخرج,عقارات,غير محدد,3050000
2025,1,إلكتروني,1,1,عسير,محايل,عقارات,سكني,7090000
2025,1,إلكتروني,1,1,الجوف,القريات,عقارات,سكني,290000
2025,1,إلكتروني,1,1,المنطقة الشرقية,القطيف,عقارات,غير محدد,1280000
2025,1,إلكتروني,1,1,مكة المكرمة,خليص,عقارات,سكني,161000
2025,1,إلكتروني,1,1,الرياض,الدرعيه,عقارات,أخرى,17200000
2025,1,إلكتروني,1,1,الرياض,مرات,عقارات,أخرى,717000
2025,1,إلكتروني,1,1,حائل,الشملي,عقارات,سكني,101000
2025,1,إلكتروني,1,2,الرياض,المجمعه,عقارات,أخرى,755000
2025,1,إلكتروني,2,2,عسير,بيشه,عقارات,سكني,3620000
2025,1,إلكتروني,1,1,تبوك,تيماء,عقارات,سكني,447000
2025,1,إلكتروني,1,1,الرياض,الرين,عقارات,سكني,85000
2025,1,إلكتروني,2,2,المنطقة الشرقية,الاحساء,عقارات,غير محدد,584000
2025,1,إلكتروني,2,2,المنطقة الشرقية,القطيف,عقارات,ارض زراعية,18310000
2025,1,إلكتروني,1,1,حائل,حائل,عقارات,غير محدد,550000
2025,1,إلكتروني,2,2,الرياض,الدلم,عقارات,سكني,591000
2025,1,إلكتروني,1,1,الرياض,الافلاج,عقارات,سكني,65000
2025,1,إلكتروني,1,1,القصيم,النبهانيه,عقارات,أخرى,107000
2025,1,إلكتروني,2,2,الرياض,المجمعه,عقارات,سكني,560000
2025,1,إلكتروني,4,7,القصيم,بريده,عقارات,سكني,13756000
2025,1,إلكتروني,1,1,المنطقة الشرقية,الدمام,عقارات,أخرى,1570000
2025,1,إلكتروني,1,1,المدينة المنورة,السويرقيه,عقارات,سكني,58400
2025,1,إلكتروني,1,1,القصيم,رياض الخبراء,عقارات,غير محدد,292000
2025,1,إلكتروني,1,1,مكة المكرمة,العرضيات,عقارات,سكني,334000
2025,1,إلكتروني,1,1,الرياض,حوطة سدير,عقارات,سكني,175000
2025,1,إلكتروني,1,1,الحدود الشمالية,العويقيلة,عقارات,أخرى,65000
2025,1,إلكتروني,1,1,مكة المكرمة,ثقيف,عقارات,ارض زراعية,413000
2025,1,إلكتروني,2,2,القصيم,بريده,عقارات,ارض زراعية,5860000
2025,1,إلكتروني,1,1,عسير,ظهران الجنوب,عقارات,سكني,200000
2025,1,إلكتروني,1,1,عسير,سراة عبيده,عقارات,سكني,565000
2025,1,إلكتروني,2,2,الرياض,المزاحميه,عقارات,سكني,2275000
2025,1,إلكتروني,1,1,المنطقة الشرقية,ابقيق,عقارات,ارض زراعية,1020000
2025,1,إلكتروني,2,2,الحدود الشمالية,رفحاء,عقارات,أخرى,261000
2025,1,إلكتروني,1,1,القصيم,البكيريه,عقارات,أخرى,98000
2025,1,إلكتروني,1,1,جيزان,صبياء,عقارات,ارض زراعية,5584725.946
2025,1,إلكتروني,3,3,جيزان,جيزان,عقارات,ارض زراعية,3055274.054
2025,1,إلكتروني,1,1,عسير,محايل,عقارات,أخرى,408000
2025,1,إلكتروني,1,2,المنطقة الشرقية,حفر الباطن,عقارات,أخرى,396000
2025,1,إلكتروني,1,1,القصيم,دخنه,عقارات,سكني,95000
2025,1,إلكتروني,2,2,مكة المكرمة,تربه,عقارات,أخرى,258000
2025,1,إلكتروني,1,1,القصيم,دخنه,عقارات,غير محدد,300000
2025,1,إلكتروني,1,1,المنطقة الشرقية,ابقيق,عقارات,غير محدد,226000
2025,1,إلكتروني,1,2,المدينة المنورة,المهد,عقارات,سكني,400000
2025,1,إلكتروني,1,1,الرياض,وادي الدواسر,عقارات,ارض زراعية,12870000
2025,1,إلكتروني,1,1,المنطقة الشرقية,ابقيق,عقارات,سكني,116000
2025,1,إلكتروني,1,1,حائل,الشملي,عقارات,ارض زراعية,483000
